H2,O2,O,OH,H2O,H,HO2,CO,CO2,HCO,Temperature
3.13808e-23,2.73701,2.81301e-40,1.46801e-40,3.3488e-45,1.2348e-44,4.0482e-41,4.11005e-50,8.97507e-55,2.01498e-94,504.448
4.62029e-29,2.73701,2.11659e-42,9.51447e-52,3.897e-58,1.65659e-50,4.85639e-47,2.09208e-64,9.76542e-71,1.38137e-114,502.503
4.76004e-100,2.73701,3.66205e-43,1.99464e-101,6.62151e-155,2.99204e-98,6.14084e-96,9.87762e-164,1.32449e-172,1.49635e-261,504.344
1.7087e-08,2.73701,2.63828e-13,2.89883e-13,4.94561e-14,1.47539e-22,8.07285e-15,6.48427e-16,6.20801e-17,3.88868e-38,502.505
2.54604e-30,2.73701,9.63282e-39,2.2577e-38,7.79034e-44,5.95126e-36,5.18479e-33,1.40116e-46,1.85697e-48,3.75294e-82,502.03
4.9079e-21,2.73701,2.25429e-27,3.71207e-27,1.12986e-28,1.61229e-24,6.21842e-22,9.50546e-31,5.50214e-32,6.91176e-55,507.272
0.145261,2.44349,0.00317391,0.00408116,0.352924,0.000109931,1.84059,0.265552,0.253794,1.17819e-05,631.903
3.74181e-14,2.73701,8.13102e-14,1.18862e-13,8.99018e-13,1.28489e-16,2.77026e-12,2.52977e-13,1.10378e-12,5.66747e-19,506.361
1.23164,0.95064,0.434286,0.439527,1.81553,0.444314,1.79874,1.85017,1.24359,0.53484,1061.87
0.190583,2.39837,0.0024149,0.00326887,0.432814,0.000134576,2.16785,0.308565,0.282691,1.68024e-05,656.206
9.96449e-12,2.73701,7.22e-19,6.76257e-19,1.91566e-20,1.85723e-30,7.59281e-22,6.0449e-23,1.02221e-24,4.58142e-53,503.894
1.77475e-06,2.73701,7.40336e-11,1.07357e-10,3.82219e-11,4.16637e-17,1.09678e-10,1.13573e-12,2.82621e-13,1.89853e-29,505.629
1.66639e-28,2.73701,1.01629e-42,2.29283e-47,4.09777e-52,5.9636e-50,8.70424e-47,5.11843e-57,1.38216e-61,1.21391e-106,502.095
2.33838e-38,2.73701,2.00609e-42,3.15436e-62,6.15873e-75,9.09459e-60,1.83531e-56,3.41029e-82,1.44415e-89,1.23947e-141,503.02
1.03196e-30,2.73701,1.90601e-42,1.3104e-53,7.71254e-60,4.1404e-52,1.0201e-48,6.92409e-66,7.4723e-72,1.16157e-117,502.588
3.65339,0.219471,0.0976161,0.134501,1.08658,0.773919,0.884031,3.38516,0.901301,3.40523,877.953
2.9448e-24,2.73701,1.53266e-40,8.56146e-41,4.89728e-45,1.88098e-45,3.07001e-42,1.3213e-49,7.86365e-54,9.98809e-95,507.546
2.86555e-37,2.73701,1.82333e-42,3.76837e-61,3.71514e-73,1.01252e-58,2.12377e-55,2.08646e-80,7.85683e-88,8.57152e-139,502.261
7.59625e-19,2.73701,1.07413e-29,8.36474e-30,2.70942e-32,1.08244e-38,4.03062e-32,1.76127e-35,5.01354e-38,8.39582e-74,504.794
1.49821e-05,2.73701,5.80686e-10,1.42736e-09,3.16236e-10,8.10629e-14,2.61192e-09,1.20029e-11,2.50374e-12,3.86736e-25,507.691
6.21159,0.00051409,7.87361e-05,6.34229e-05,0.0346682,0.00661542,0.0169849,4.46206,0.0337903,2.9921,519.852
1.42182,0.888231,0.570056,0.649668,1.70338,0.784801,1.85345,1.94636,1.26704,0.889184,1042.88
0.946393,0.0297649,0.86498,2.34763,2.55909,3.39877,0.024364,1.7156,3.58746,1.18126,1658.2
1.6253e-29,2.73701,2.23029e-42,7.86506e-53,9.93429e-60,5.95981e-51,1.86661e-47,2.828e-66,5.77807e-73,6.74988e-117,503.599
0.0824479,2.52348,0.0271193,0.299889,0.369115,0.0236109,4.92901,0.0849811,0.315232,0.000745055,661.761
2.14393e-48,2.73701,7.15324e-43,1.46529e-69,3.01895e-85,1.88661e-69,1.1096e-65,3.35578e-92,3.36356e-99,3.01642e-161,503.529
1.41063,1.0379,1.03761,1.29439,1.7726,1.65192,1.91062,1.54509,1.44925,0.916754,1086.5
0.0503823,2.57311,0.00962798,0.0158592,0.275815,0.000255084,1.25695,0.123199,0.160556,1.21566e-05,599.762
0.0138571,2.73653,0.000174651,0.000456423,0.00108842,2.92404e-07,0.0218505,0.000522726,0.000203965,6.16512e-11,501.187
3.11757e-64,2.73701,3.76196e-43,2.76473e-73,6.03111e-101,1.14854e-70,6.91524e-68,3.49546e-107,4.12677e-113,1.74178e-177,502.917
1.35293e-08,2.73701,6.25522e-13,6.9752e-13,1.72121e-13,1.00039e-21,3.75179e-14,3.11041e-15,4.52031e-16,1.24771e-36,503.08
0.00441029,2.73628,0.000268536,0.000831276,0.00164242,1.80513e-05,0.086537,0.000339295,0.000792314,2.4805e-09,506.547
8.52067e-25,2.73701,2.61825e-42,3.47085e-43,4.23517e-48,2.45335e-46,9.51269e-43,3.29769e-53,4.3179e-58,3.28204e-99,500.254
3.92582e-154,2.73701,1.40021e-43,1.66699e-139,2.58727e-202,1.97002e-135,5.708e-134,3.84246e-209,2.30459e-215,4.56138e-313,503.316
0.00190725,2.737,2.8856e-06,1.02771e-05,1.07207e-05,3.8191e-10,0.000251791,2.07914e-06,5.07562e-07,3.22729e-16,501.94
4.16408e-25,2.73701,2.26718e-42,1.19101e-43,1.47183e-48,1.4834e-46,4.76707e-43,1.21074e-53,1.79618e-58,7.27181e-100,501.603
0.0025769,2.69074,0.00580348,0.00855853,0.0618855,1.82393e-05,0.196969,0.017422,0.0760003,1.48687e-07,535.669
1.89117e-108,2.73701,3.03319e-43,2.30161e-105,7.68657e-158,5.72458e-102,8.58735e-100,2.15539e-165,1.23383e-172,9.59847e-267,498.991
1.22005e-22,2.73701,1.22617e-36,8.06568e-37,3.44666e-40,4.56703e-44,1.606e-40,5.06956e-44,2.67794e-47,9.21292e-88,501.52
0.465494,0.277852,2.53295,1.96676,3.16225,3.06118,0.335574,2.01138,2.30123,1.63944,1375.11
0.619527,0.143468,2.68631,4.36837,2.54581,3.63261,0.0975745,1.32615,3.79769,0.831513,1694.22
0.839929,0.0493693,1.0791,1.5481,2.87963,4.04502,0.0569628,2.16221,2.76063,1.98747,1466.62
0.584418,0.127632,2.51113,3.76183,2.51865,3.6343,0.0946486,1.43475,3.69747,0.960422,1650.29
1.215e-89,2.73701,5.82848e-43,3.10329e-100,5.15955e-153,1.56145e-97,7.03539e-95,3.40347e-164,1.10767e-175,2.54819e-261,506.459
7.9541e-18,2.73701,9.85586e-30,6.98775e-30,6.30915e-33,3.35155e-39,4.03166e-35,1.32459e-36,8.28721e-40,1.78151e-75,503.438
1.07103e-09,2.73701,5.79605e-15,6.0706e-15,6.87459e-16,5.41588e-24,7.91838e-17,6.46493e-18,4.03347e-19,1.40009e-41,504.376
0.633847,0.176077,1.96322,1.73104,3.15661,3.54984,0.225061,2.1424,2.38873,1.93589,1378.08
1.24758e-126,2.73701,4.2605e-43,9.24591e-126,1.44577e-199,1.47324e-122,2.88849e-120,3.34599e-211,2.33336e-223,0,502.316
1.43797e-105,2.73701,4.31539e-43,3.73656e-109,3.04793e-169,3.91641e-106,1.15062e-103,1.14598e-179,1.75828e-190,1.81225e-285,500.389
0.60252,1.7605,0.0714129,0.154328,1.08293,0.0477874,3.54724,0.926229,0.795093,0.0223274,875.632
0.514579,0.207425,3.36444,3.74801,2.79509,3.91726,0.168635,1.55746,3.18282,1.1183,1577.51
1.41314e-16,2.73701,2.84439e-28,2.0103e-28,1.64265e-31,5.25287e-38,6.40161e-34,2.96992e-35,1.43606e-38,6.17512e-73,503.483
0.291882,0.778088,2.6517,1.89381,2.69929,1.47288,0.833794,1.47652,1.95406,0.736411,1296.24
4.497e-24,2.73701,1.33585e-38,8.4703e-39,2.17361e-42,3.4469e-45,2.38579e-39,1.92757e-46,4.84956e-50,2.85786e-91,503.307
5.79484,0.00886516,0.0115374,0.00490031,0.304957,0.196515,0.0956225,4.22544,0.320918,6.65913,612.672
1.21033,0.132885,0.915123,0.8719,3.02407,3.09061,0.215732,2.54079,1.96208,2.55513,1285.46
0.330781,0.685822,4.0715,4.70779,2.21243,2.2631,0.435658,0.88625,3.08401,0.415226,1555.41
3.39915e-134,2.73701,2.86607e-43,2.16156e-126,2.74533e-193,7.3863e-123,8.30231e-121,3.84555e-202,7.40983e-211,0,499.082
0.670431,2.15332,0.04678,0.361572,0.523734,0.0494833,5.46642,0.635012,0.370743,0.0140334,698.68
4.1094e-43,2.73701,8.55469e-43,4.52372e-66,1.7607e-74,2.96502e-64,1.96995e-61,2.94674e-80,1.02287e-85,3.86648e-144,503.837
1.44079e-27,2.73701,1.50786e-42,2.81605e-47,1.89949e-52,4.5012e-49,1.11341e-45,1.01101e-57,9.07344e-63,1.82073e-106,500.641
1.49032e-123,2.73701,4.29593e-43,2.81967e-123,1.83142e-195,4.26286e-120,8.89439e-118,5.33034e-207,4.67894e-219,0,501.104
1.34658,0.00964967,0.289569,0.925223,2.60789,3.41702,0.0109122,2.25779,2.81212,1.96579,1499
1.99202e-18,2.73701,6.86835e-32,4.40562e-32,1.11109e-35,5.79336e-40,2.67057e-36,8.38786e-40,1.51208e-43,1.9115e-79,502.857
0.517707,0.160931,2.79516,3.29314,2.70518,3.73679,0.135067,1.59783,3.30399,1.16346,1575.81
1.13672e-88,2.73701,9.86177e-43,9.38069e-113,1.12396e-159,1.03417e-109,4.03038e-107,5.14596e-172,2.74169e-185,2.43091e-281,503.395
2.0975e-118,2.73701,6.21748e-43,3.83693e-127,2.26011e-193,2.39824e-124,1.04118e-121,1.91617e-205,3.93435e-218,0,503.551
6.06063e-17,2.73701,4.51945e-28,3.36311e-28,5.62296e-31,3.12996e-38,3.4681e-33,1.95441e-34,2.32359e-37,2.44328e-72,505.757
1.51734e-05,2.737,1.66945e-06,2.28864e-06,8.10884e-06,7.25999e-12,1.47803e-05,1.28923e-06,2.90105e-06,3.78666e-18,500.365
0.26172,0.395285,4.11904,5.27468,2.30301,2.02219,0.188576,0.877806,3.84498,0.330117,1736.72
0.192897,0.725844,3.29133,2.17363,2.71044,1.58113,0.672647,1.38262,2.20626,0.670179,1357.3
0.122039,0.972387,3.05841,1.90768,2.32689,0.983138,0.762787,1.0342,2.22588,0.337054,1335.27
7.20253e-88,2.73701,3.15308e-43,1.6525e-88,2.55174e-130,2.89534e-85,5.87945e-83,4.61263e-137,1.91372e-143,7.75254e-222,498.909
0.0864384,2.62816,0.0110769,0.0261204,0.151186,0.00028686,1.54542,0.10087,0.0848068,1.15403e-05,551.92
0.611578,0.442967,2.11512,1.63186,2.97365,2.39063,0.61636,2.02159,1.93104,1.56254,1278.64
0.888446,0.42253,1.54037,1.27935,2.84181,2.17363,0.651903,2.1818,1.79048,1.74064,1243.37
0.648847,0.993472,1.22228,1.22956,2.18497,1.04667,1.5391,1.56494,1.44817,0.716659,1136.09
0.764656,1.27471,0.563846,0.651889,1.75993,0.436219,2.13208,1.3543,1.19077,0.300931,1054
0.840322,0.1254,1.55036,1.68648,2.97305,3.61056,0.152131,2.11702,2.62676,1.90601,1419.31
3.93987e-87,2.73701,1.02566e-42,3.31675e-111,3.95859e-159,3.56131e-108,1.414e-105,6.70399e-172,8.44397e-186,1.03517e-279,502.554
1.28531e-68,2.73701,5.7027e-43,4.26189e-84,6.46455e-117,3.50964e-82,5.80268e-79,1.61448e-125,2.03228e-134,2.30613e-207,507.254
5.60457e-55,2.73701,1.4185e-42,5.01288e-79,3.61736e-102,2.6257e-76,2.66274e-73,9.58415e-111,1.52658e-119,1.0575e-186,502.114
0.152609,1.89488,0.182408,0.216404,1.18387,0.0379686,2.32808,0.61144,0.918203,0.0103873,932.73
1.41016e-08,2.73701,1.66766e-16,3.1674e-16,2.05389e-17,5.52599e-25,3.79144e-17,4.12276e-19,3.09228e-21,9.26441e-44,501.309
0.674211,0.108419,1.56382,1.54682,3.15201,3.73232,0.137983,2.24655,2.41078,2.09151,1399.25
3.29935e-21,2.73701,7.80291e-36,4.78508e-36,7.68345e-40,9.73095e-43,3.18453e-39,4.58581e-44,7.12038e-48,1.78385e-86,501.186
0.94353,0.0406015,1.08244,2.40113,2.64508,3.86331,0.0354551,1.77889,3.43598,1.35322,1617.71
1.83953e-26,2.73701,2.04132e-42,1.59005e-46,5.69855e-52,6.24506e-48,1.86354e-44,1.68601e-57,6.78179e-63,4.15339e-105,503.483
0.161483,2.00481,0.0970861,0.14705,0.982683,0.0221736,2.54334,0.560981,0.761737,0.00535281,862.285
7.91124e-60,2.73701,1.43221e-42,6.66214e-84,7.78799e-112,3.82452e-81,3.49161e-78,2.83768e-121,4.051e-131,4.5251e-202,502.893
4.79092e-15,2.73701,6.57339e-26,4.89906e-26,7.50657e-29,1.41497e-36,3.0516e-31,2.23888e-32,2.01884e-35,1.26064e-68,501.178
2.91195e-06,2.73701,5.65409e-12,1.02006e-11,2.32846e-12,8.28792e-19,3.55741e-12,7.90598e-14,1.55032e-15,2.68324e-32,501.872
1.57442e-237,2.73701,1.87914e-43,2.14472e-210,0,2.39285e-206,7.38907e-205,0,0,0,503.216
0.307542,0.958923,2.11249,1.67246,2.49641,1.27872,1.13924,1.37963,1.71701,0.6258,1234.74
1.33589,1.02545,0.710007,0.945154,1.66634,1.07955,2.10291,1.70488,1.29295,0.850582,1041.44
1.02392,0.0359178,0.608638,0.8901,3.03333,3.67438,0.0504295,2.42933,2.38864,2.43867,1380.2
2.09913e-06,2.73701,5.1222e-08,6.76898e-08,1.51825e-07,1.65221e-14,1.9525e-07,1.69393e-08,2.48278e-08,1.12017e-22,501.623
1.33238,0.804823,0.767938,0.766785,2.05597,0.945958,1.48976,1.94202,1.39949,0.992435,1104.42
0.958491,0.0304664,0.919666,2.11756,2.59612,3.87192,0.0275284,1.86506,3.33321,1.45633,1601.57
1.115e-09,2.73701,3.02261e-16,3.02912e-16,1.41655e-17,4.91388e-26,8.86414e-19,6.35189e-20,1.52166e-21,1.26427e-45,502.938
2.74999e-21,2.73701,3.31903e-36,1.9836e-36,2.22442e-40,7.74502e-43,2.72751e-39,9.50082e-45,9.21438e-49,2.93847e-87,499.85
5.56518e-15,2.73701,1.93055e-23,1.71844e-23,2.90723e-25,3.22908e-35,1.12108e-26,7.04946e-28,1.01633e-29,9.65797e-63,498.558
6.60106e-30,2.73701,5.19223e-35,1.24205e-34,4.92122e-43,1.94054e-31,3.40214e-29,3.57285e-46,9.10122e-49,4.18019e-77,506.621
6.48876e-26,2.73701,1.59041e-42,1.20524e-44,1.37779e-49,3.00717e-47,5.97059e-44,1.06545e-54,1.43446e-59,1.2691e-101,505.206
0.411117,1.597,0.547298,0.802155,1.54605,0.41615,2.72437,1.001,0.964426,0.177314,999.582
7.40339e-149,2.73701,2.82416e-43,7.8384e-139,5.41905e-211,3.03362e-135,3.0434e-133,4.90778e-220,7.09796e-229,0,498.232
2.25646,0.442643,0.313623,0.312176,1.93268,0.849941,1.04053,2.66793,1.24986,1.81238,1066.65
0.30536,2.13405,0.0543579,0.221631,0.823581,0.0364364,4.31069,0.546726,0.489984,0.00833188,787.325
1.16913e-07,2.73701,1.25668e-12,1.45091e-12,2.87499e-13,6.81183e-21,7.25603e-14,4.35669e-15,4.8885e-16,1.20151e-35,500.981
1.47825e-34,2.73701,1.43586e-42,2.38543e-58,5.18194e-65,5.72568e-56,8.27004e-53,4.37711e-71,5.02929e-77,1.00152e-126,503.638
0.141312,2.66513,0.00193234,0.00894089,0.0679919,7.47677e-05,1.57652,0.0824447,0.0397076,2.50055e-06,524.236
0.266471,0.579379,4.24469,3.44968,2.342,2.47175,0.459307,1.08983,3.05125,0.617129,1469.58
1.91038e-27,2.73701,1.46605e-42,2.37335e-47,9.98039e-53,7.34053e-49,1.60134e-45,3.16869e-58,1.28104e-63,9.54631e-107,502.142
1.97548e-48,2.73701,3.76097e-43,2.03572e-60,2.53726e-77,1.25198e-58,3.08496e-55,1.63122e-82,2.81096e-87,8.54259e-141,503.281
9.31421e-19,2.73701,2.01449e-27,1.83574e-27,4.59091e-29,1.0151e-33,2.6685e-27,1.70365e-31,4.58387e-33,7.07249e-65,500.373
9.15678e-25,2.73701,2.57201e-42,2.97877e-43,3.14961e-48,2.71739e-46,9.74812e-43,2.13249e-53,2.28427e-58,2.32126e-99,502.785
7.75598e-09,2.73701,1.30175e-17,6.6753e-17,2.59883e-19,1.5938e-26,6.57048e-19,1.81608e-21,2.0477e-24,1.16308e-47,501.592
2.36205e-07,2.73701,8.99627e-13,1.12364e-12,1.37724e-13,4.29659e-21,2.44903e-14,1.38082e-15,8.71374e-17,2.35371e-36,506.506
2.00971e-11,2.73701,4.18686e-21,4.62987e-21,3.14441e-23,2.79617e-30,1.04255e-23,5.09758e-26,1.27261e-28,5.82613e-56,507.799
0.772991,0.957185,1.15665,1.19131,2.21227,1.13841,1.52594,1.62844,1.44422,0.791361,1139.1
2.19918e-148,2.73701,3.48204e-43,3.52932e-140,1.43295e-222,1.02886e-136,1.10369e-134,7.15799e-234,1.83465e-245,0,504.466
5.35487e-10,2.73701,1.16362e-09,1.70103e-09,1.28658e-08,1.83879e-12,3.9645e-08,3.62033e-09,1.57961e-08,8.11068e-15,506.341
0.0617007,2.12824,0.357445,0.984418,0.878799,0.220154,3.24143,0.22056,0.973526,0.017049,912.419
9.08804e-119,2.73701,3.58503e-43,1.85779e-116,1.26628e-180,3.74576e-113,5.94291e-111,3.03544e-190,6.22498e-200,4.33234e-303,501.015
1.75435e-161,2.73701,4.16097e-43,3.25333e-153,1.30227e-250,7.87494e-150,1.05447e-147,1.64209e-264,3.2552e-279,0,503.32
0.522858,0.845269,2.14285,1.82636,2.5661,1.73648,1.11694,1.54899,1.72001,0.891946,1227.8
1.02987e-36,2.73701,9.49267e-43,4.38922e-60,4.87188e-66,5.51717e-58,4.77189e-55,9.89652e-72,3.54026e-77,2.21383e-129,504.56
1.18586e-05,2.73701,5.37125e-10,1.07908e-09,2.73882e-10,7.23755e-16,4.56551e-10,7.71886e-12,1.60335e-12,2.2322e-27,506.011
3.65606e-37,2.73701,1.25814e-42,3.98436e-61,6.31287e-71,1.92838e-58,2.10714e-55,8.9187e-78,9.39783e-85,7.1315e-136,503.388
6.3212e-29,2.73701,6.31845e-43,2.37003e-45,3.25472e-49,1.25805e-49,4.71447e-43,2.28952e-53,5.34895e-57,1.28166e-102,509.972
1.35826e-15,2.73701,7.87499e-28,5.43216e-28,2.92853e-31,4.40238e-37,2.98199e-33,3.499e-35,9.28437e-39,6.13878e-72,502.313
9.02688e-25,2.73701,7.1391e-40,4.44503e-40,1.00876e-43,2.32627e-46,1.18422e-42,9.27996e-48,2.86769e-51,8.84022e-94,498.8
0.121892,2.22774,0.0283824,0.0393499,0.718038,0.00343681,2.14948,0.352124,0.586648,0.000481255,790.255
2.73916e-26,2.73701,1.70938e-42,4.24263e-43,3.2725e-47,1.17219e-47,1.61791e-44,1.29006e-51,1.41767e-55,6.01459e-99,502.063
6.14817e-48,2.73701,8.34434e-43,2.64013e-71,1.60492e-83,5.49274e-69,2.95337e-66,4.94254e-90,2.19441e-96,1.26213e-158,502.691
0.33703,0.898895,3.06231,2.57221,2.24025,1.70057,0.866674,1.01855,2.42769,0.499514,1321.91
2.20788,0.213147,0.336924,0.312127,2.14644,1.66632,0.511617,2.95894,1.33623,3.00327,1090.12
2.37364,0.806617,0.293819,0.415345,1.52627,0.677613,2.08077,2.2044,1.12861,1.04573,982.157
4.70436e-51,2.73701,9.83907e-43,3.01791e-75,4.41292e-93,2.33706e-72,1.61711e-69,7.13238e-101,8.18866e-109,6.83444e-173,503.566
4.64978e-130,2.73701,4.29193e-43,2.53534e-128,1.91218e-205,4.23466e-125,8.14464e-123,1.67959e-217,3.70061e-230,0,500.68
4.51865e-203,2.73701,2.58554e-43,9.50219e-184,3.02833e-283,5.36492e-180,3.31007e-178,1.44887e-294,6.73e-306,0,503.413
1.21696e-22,2.73701,2.07372e-39,1.10565e-39,3.03008e-44,4.34306e-44,1.58333e-40,4.29746e-49,1.11999e-53,7.43253e-93,502.982
1.40917e-39,2.73701,1.41529e-42,1.26102e-63,5.37707e-74,5.47592e-61,7.26605e-58,1.23544e-80,3.31256e-87,2.75319e-141,501.69
0.434022,0.208088,3.06738,2.96483,2.77565,3.50102,0.187466,1.66677,3.05623,1.22951,1520.17
1.77077e-188,2.73701,3.3422e-43,3.36271e-173,1.06904e-274,1.29897e-169,1.13323e-167,3.39206e-287,6.55965e-300,0,502.598
3.00903e-60,2.73701,1.19674e-42,2.506e-84,1.20007e-113,1.69893e-81,1.21087e-78,1.18026e-123,6.96828e-132,8.57697e-205,504.911
0.33004,0.335587,3.98643,5.20219,2.36884,2.47381,0.179258,0.998537,3.78549,0.448279,1717.91
3.21501e-90,2.73701,3.75486e-43,6.7353e-94,9.41642e-139,8.20541e-91,1.93865e-88,1.53016e-146,3.47501e-154,6.85547e-237,505.349
1.74631e-16,2.73701,1.02255e-27,7.52651e-28,1.08411e-30,7.14401e-38,4.81047e-33,3.34199e-34,3.43383e-37,9.4649e-72,504.634
0.0996855,1.39946,2.02804,1.52338,2.01773,0.674512,1.25971,0.820321,1.56729,0.18938,1216.08
9.52859e-25,2.73701,5.15724e-42,1.89109e-42,4.29482e-47,2.67749e-46,7.98745e-43,5.58881e-52,1.38523e-56,5.97966e-98,499.993
4.28471,0.0350199,0.0356795,0.031984,1.01988,1.0961,0.157095,3.63454,1.00737,4.96444,859.934
0.970869,0.840696,1.21697,1.14957,2.3231,1.25304,1.33662,1.78058,1.4754,0.960586,1157
9.2686e-215,2.73701,1.93886e-43,9.44515e-191,3.15454e-298,9.19121e-187,3.2897e-185,8.29183e-311,0,0,502.524
4.62144,0.150025,0.0627171,0.0758778,0.826394,0.500436,0.804994,3.63137,0.76612,3.83879,794.266
5.59293e-44,2.73701,1.56246e-42,5.34358e-68,7.98955e-85,2.48626e-65,3.07394e-62,8.78743e-93,5.18669e-101,8.57331e-158,503.33
0.41258,1.73274,0.375575,0.669107,1.38985,0.266098,3.18567,0.868632,0.867616,0.10163,938.913
0.263479,2.45062,0.0363038,0.114079,0.434251,0.0439092,4.7329,0.266365,0.213276,0.00434586,638.504
0.0188219,2.73644,3.29387e-05,5.24246e-05,0.00135947,1.01955e-08,0.0067252,0.000688728,0.000187497,2.78629e-12,503.171
1.32592e-31,2.73701,2.19212e-42,2.47117e-55,1.64661e-63,4.87728e-53,1.36872e-49,2.9553e-70,3.85682e-77,5.72607e-123,502.528
2.41816,0.685393,0.208008,0.28628,1.47213,0.532301,1.89229,2.446,1.08247,1.13174,970.099
0.30464,2.41435,0.0699656,0.246025,0.463509,0.066007,6.27682,0.289335,0.257221,0.00743646,665.911
1.03098,0.0266497,0.696001,1.4445,2.71462,3.87753,0.0289532,2.08761,2.99387,1.84193,1509.31
1.86912e-12,2.73701,1.11348e-21,9.30257e-22,5.17031e-24,1.18564e-33,5.49626e-26,4.11395e-27,1.16413e-29,1.91593e-60,507.996
7.26391e-23,2.73701,1.07068e-35,7.59833e-36,8.29847e-39,7.95548e-43,5.73247e-36,2.50523e-42,3.04794e-45,8.37491e-85,507.594
0.420626,1.3937,0.747417,0.759628,1.8294,0.396374,1.96113,1.11192,1.24023,0.203982,1076.77
1.72408e-30,2.73701,1.28359e-42,9.03417e-52,2.42276e-57,7.65937e-52,1.15423e-48,6.38687e-63,2.47239e-68,2.00203e-114,504.212
4.36941e-83,2.73701,2.60364e-43,2.19014e-81,2.98759e-119,6.98235e-78,6.28315e-76,4.47335e-125,2.18909e-130,1.2562e-200,507.999
6.24034e-39,2.73701,1.70691e-42,9.59361e-63,7.05362e-77,3.10593e-60,5.0292e-57,1.30076e-84,1.10507e-92,1.6477e-144,502.419
0.296407,1.7896,0.145774,0.156779,1.32357,0.040495,2.37559,0.78113,0.889178,0.0148742,942.499
9.97519e-253,2.73701,1.11251e-43,2.66024e-222,0,5.47626e-218,9.40727e-217,0,0,0,502.455
4.10821e-159,2.73701,1.32669e-43,1.70976e-142,1.21481e-214,2.29645e-138,6.08066e-137,8.36863e-223,1.20241e-230,0,502.578
1.42621e-23,2.73701,5.95174e-38,3.84537e-38,1.3286e-41,3.34984e-45,4.46501e-41,1.65877e-45,7.20463e-49,2.28214e-90,496.857
5.84967e-45,2.73701,1.47489e-42,5.94651e-69,4.05312e-85,2.27778e-66,3.21409e-63,8.81325e-93,1.36667e-100,8.35976e-159,500.484
2.07968e-28,2.73701,1.44119e-42,2.33584e-48,1.57705e-53,7.21668e-50,1.48019e-46,8.78036e-59,8.76007e-64,2.58162e-108,500.806
0.297291,2.2111,0.00167351,0.00754424,0.663052,0.00342018,3.1054,0.487881,0.428992,0.000697008,733.396
0.0600996,2.69473,0.00220579,0.003633,0.0744229,1.2239e-05,0.454536,0.0391999,0.030657,1.89814e-07,525.234
1.16509,0.881123,0.673628,0.702504,1.81444,0.732918,1.6405,1.86953,1.37678,0.793481,1078.41
1.00532e-125,2.73701,2.89208e-43,1.76778e-119,1.48819e-181,5.48605e-116,6.75733e-114,6.36134e-190,4.71717e-198,2.52219e-305,498.662
1.42551e-30,2.73701,5.94958e-43,3.76179e-48,1.03227e-52,2.88234e-51,5.3771e-45,3.02029e-57,2.28672e-61,3.72849e-108,506.31
1.08939,1.31969,0.502097,0.82584,1.42975,0.63415,2.78136,1.37644,1.11602,0.420551,984.096
0.179461,0.746251,4.11331,2.79813,2.60349,1.8449,0.600969,1.20275,2.39789,0.575215,1410.62
3.18782e-21,2.73701,4.10887e-37,2.29148e-37,1.03299e-41,8.91739e-43,4.28145e-39,2.04182e-46,7.39577e-51,7.29476e-89,499.405
0.175741,0.798476,3.95613,2.71584,2.4868,1.73236,0.649241,1.1519,2.38346,0.532484,1391.9
3.13264e-41,2.73701,5.92015e-43,7.18468e-60,1.85065e-71,2.38465e-61,6.38621e-56,2.67435e-77,5.67183e-83,2.85545e-138,508.233
2.17796e-66,2.73701,2.80603e-43,8.15503e-68,1.68091e-95,1.76525e-64,2.44303e-62,2.36488e-100,1.41468e-104,4.3268e-164,504.962
0.797288,0.0700068,1.4979,2.28672,2.77098,4.0997,0.068979,1.87223,3.17026,1.57145,1538.2
1.75153,0.158119,0.571456,0.510949,2.63864,2.42101,0.310649,2.75782,1.66432,2.86306,1191.67
1.00205,0.154957,1.13572,0.994355,2.9472,3.06384,0.242338,2.51079,1.94926,2.44819,1291.76
1.63737e-16,2.73701,1.81422e-27,1.36458e-27,2.63158e-30,5.16219e-38,1.50192e-32,1.0436e-33,1.49838e-36,2.16075e-71,502.493
1.59903e-05,2.73701,1.13353e-06,1.53866e-06,4.72427e-06,2.32347e-12,7.7895e-06,6.7002e-07,1.3077e-06,6.24469e-19,502.497
0.448223,1.38958,0.671991,0.763919,1.63665,0.392151,2.26947,1.17353,1.20337,0.226188,1029.96
4.31922e-06,2.73701,2.66948e-07,3.61207e-07,1.09056e-06,4.15929e-13,1.76002e-06,1.5383e-07,3.01018e-07,2.59063e-20,500.413
6.08104,0.00118437,0.00221059,0.000726873,0.034151,0.10533,0.0216605,4.47101,0.016463,7.82569,510.692
0.0284839,2.73254,0.00101486,0.00276647,0.00768129,7.39071e-06,0.177886,0.00472835,0.00247565,1.40768e-08,508.02
0.405815,1.94288,0.0602639,0.145658,1.01585,0.0306292,3.65949,0.722951,0.664681,0.0101915,840.544
0.285782,0.38044,3.89237,3.15811,2.73479,2.68551,0.311769,1.45604,2.92316,0.89414,1502.9
2.65945e-41,2.73701,1.14498e-42,3.41435e-65,1.88813e-77,1.95788e-62,1.67775e-59,1.51049e-84,9.2284e-92,1.21692e-146,505.911
0.0845191,1.88808,0.328033,0.382955,1.30725,0.0906954,2.12329,0.543208,0.998029,0.020185,987.964
