sfr_eff,uox_eff,bias,lwr_fr,fr_fr,fr_start,excess,max_excess,waste_U,waste_Np,waste_Pu,waste_Am,waste_Cm
0.9,0.999,0.03534516922530259,3,14,22,-278323.9920644914,1000.0,2071161955.8365386,181264.61090453557,322167.2071808581,107198.6569287521,35334.51956182085
0.999,0.99,0.09182141657867826,3,14,26,659509.3412688421,12706.781740583072,2197981607.939647,191020.49052666145,40619.429811406604,112906.1176480796,37236.26595142527
0.999,0.99,0.04220346780669132,3,10,37,-165990.65873115804,1000.0,2063247621.209951,182109.7530159798,38779.561588643264,108165.4424471468,35499.2659528585
0.999,0.99,-0.032570696944032945,1,10,37,-1461673.9920644916,262.66666666666606,1533485948.765343,135976.0171603532,33891.31715522034,125302.20702051376,26506.261836301754
0.999,0.999,-0.045321700422609884,1,13,30,-1676073.9920644914,0.0,1506901367.6615112,134745.04929858167,9819.209345659028,123192.7170065803,26266.305135571933
0.99,0.99,-0.05290965919665372,4,14,33,-1746540.658731158,0.0,1954345402.7400303,171178.0234914885,55445.78187592529,93987.84172298132,33368.30719151964
0.9,0.999,-0.0033735692567933295,4,10,33,-929323.9920644911,542.5253013333349,2067942394.3828237,179408.97278387847,243432.7718691506,99289.79020578148,34972.793788947485
0.999,0.9,-0.08444569995755427,2,10,21,-2289990.658731158,0.0,1720684937.453943,150674.14088311463,298067.61107546854,102237.36876403002,29371.41647190549
0.999,0.999,0.07757296282622997,4,13,21,427292.6746021755,7880.584042061411,2226139045.484654,194235.7050963046,6341.802531951757,107100.1820286316,37863.01852899454
0.99,0.999,-0.08835376099314712,2,10,35,-2357507.325397824,0.0,1702352464.7512162,150325.060452952,43396.16492790339,101591.35131610447,29303.36905091862
0.999,0.999,0.04666896634000178,3,10,36,-91157.32539782472,1000.0,2077652271.6661642,182771.16858675538,6829.041562349337,108564.85189064864,35628.19791209426
0.999,0.99,0.0919158638485082,1,13,22,600909.3412688419,11307.195722902601,1749086930.6034496,153981.21872763685,38297.052975270904,141099.1109018239,30016.07626626113
0.9,0.999,-0.043236932678967825,4,14,20,-1590607.3253978253,0.0,1971232214.8509095,172794.81710542843,228165.14840658303,95069.44525842577,33683.47420230043
0.99,0.999,0.007818139620258277,3,12,38,-731123.9920644916,1000.0,1999099061.8938472,176524.4660017883,34316.18569488082,104284.37351389712,34410.50719141836
0.999,0.9,-0.01116303321355272,1,10,35,-1105840.658731158,310.0558000524288,1599438325.7886057,138989.13251807712,278703.36057195533,128190.14417816381,27093.6185355398
0.9,0.999,-0.03632521463907483,4,11,36,-1479923.992064491,262.66666666666606,1972348044.4313252,173768.56780252123,231260.37560857725,95780.80267487909,33873.29069699912
0.9,0.99,-0.03437731898384615,2,14,32,-1459823.9920644918,262.66666666666606,1822531935.2431943,159805.35025671055,450720.3945040078,107038.12038372275,31151.393791385184
0.999,0.99,-0.020102067241386884,2,13,38,-1228107.3253978246,262.66666666666606,1812194448.8135715,161954.9508515908,35864.919037745065,108626.08455552535,31570.42265692519
0.9,0.9,-0.09564712818642428,2,13,24,-2473890.658731157,0.0,1721957723.6515837,149406.42771143396,689048.8043198403,100529.12347913894,29124.29688446908
0.9,0.9,0.021785913924546096,4,12,32,-493290.65873115807,1000.0,2132488292.5360205,184332.8442236818,601563.9483554704,101611.91575321885,35932.62059044763
0.9,0.99,-0.06996003913453808,1,10,30,-2086507.325397824,0.0,1457496194.3471215,130850.04650964486,735878.8945002448,120722.0147730418,25507.03915666795
0.99,0.9,-0.007760053915281159,4,10,20,-999957.3253978245,359.191968000001,2067257905.0341344,178618.94862385976,372507.7114199838,98976.12096905711,34818.79172535029
0.999,0.99,0.018444110718830314,1,13,33,-593223.9920644913,1000.0,1616344636.5656204,144133.47583006445,35764.134929336855,131385.4339723902,28096.422659759068
0.99,0.999,-0.0578791533324085,4,13,29,-1829890.658731158,0.0,1924343381.7311776,170204.2727977622,25523.308212211767,93693.63371355495,33178.490697477646
0.99,0.999,-0.05134501131534624,3,13,26,-1731607.3253978246,0.0,1890411194.3919053,166107.17080830332,32406.300559127245,98205.78466605564,32379.828842464194
0.9,0.999,-0.04082970890331437,4,11,31,-1557573.992064491,0.0,1984036994.8644238,172905.05303338295,231625.52045137555,95428.25376031362,33704.962862074455
0.99,0.99,0.058631130698675316,1,10,39,62442.674602175306,1960.8577696557913,1671829574.3233368,148763.38480466246,109658.01152288583,137164.9788671602,28998.946370350222
0.999,0.999,0.03978911476333241,4,14,20,-196073.99206449115,1000.0,2150339391.7490435,187750.1580006441,6112.280346441036,103359.72318410025,36598.76904545097
0.9,0.999,0.00890295254711189,4,10,34,-706040.658731158,1000.0,2077451147.8153338,181962.7717818997,244868.7497564096,100536.57181113496,35470.61440711588
0.999,0.999,-0.014327937893388182,1,14,39,-1156707.3253978246,310.0558000524288,1568820098.2798314,139999.62853225466,10085.459307163152,126965.99549612515,27290.597918342923
0.999,0.99,-0.08230729485203413,1,14,30,-2283657.3253978244,0.0,1460339985.6116526,130096.76766852639,32252.383431046586,118296.0812158085,25360.199981529408
0.9,0.99,-0.09504787501787722,2,13,30,-2466690.658731159,0.0,1692923581.376618,149682.0175378056,423843.5226533339,100400.94704508405,29178.018535167314
0.99,0.999,0.052754247139823046,2,11,34,-12157.325397824832,1116.9309636140315,1975082455.8917768,173437.860018158,49856.639251179084,116997.12421464147,33808.82471758119
0.99,0.999,0.06434096701677869,3,10,24,202459.34126884196,3664.3218581010005,2132079511.3249187,185655.67536909386,37137.67157505296,110598.17551673285,36190.484509672206
0.99,0.9,-0.06073341951888092,3,12,22,-1879073.9920644914,0.0,1878026693.1615791,164288.2779875441,349644.2807253733,97383.15152334247,32025.265954345563
0.999,0.9,0.014605280797046483,2,10,38,-635107.3253978246,1000.0,1935535969.0724547,167393.25662546186,331083.06365298916,113094.00504048714,32630.52987140634
0.999,0.999,-0.061841927194548355,3,14,25,-1902040.6587311584,0.0,1863403152.5044928,164306.6506510893,6072.985461906793,96988.09511766321,32028.847399373495
0.9,0.9,-0.047936161528284484,1,12,37,-1715240.6587311577,0.0,1522506414.479147,134579.6953991749,979526.2914973954,122951.45806502514,26234.072144454098
0.99,0.9,-0.02361468827736106,2,10,29,-1283790.658731158,262.66666666666606,1852511480.1913855,160577.00174587476,357005.38324170175,108934.66127886956,31301.814408530023
0.999,0.9,0.04517251476161116,4,10,36,-108940.65873115801,1110.888673084406,2186823497.73368,188374.82824929632,370012.0036458549,104061.39274625192,36720.538115600066
0.999,0.999,-0.06747901539877132,3,10,20,-2001190.658731158,0.0,1857009333.8472824,162800.09296900194,6106.607009063346,96901.629687693,31735.16904912561
0.9,0.999,-0.05535253363070889,1,11,37,-1840240.6587311574,0.0,1488730459.1301231,133403.84550855166,717800.8376571306,122301.1018373597,26004.859775009136
0.99,0.99,-0.0057434172017202245,2,13,21,-994173.9920644917,300.0,1872911381.4045613,163865.7069368525,75622.40409118241,110308.63753948663,31942.892759807448
0.999,0.99,-0.0821095240751673,1,13,30,-2281673.9920644914,0.0,1445727128.814449,129894.66846672323,32236.004925509835,118413.64503229648,25320.80410517006
0.99,0.9,-0.01149530947294479,2,13,39,-1078340.658731158,310.0558000524288,1872504962.539516,163461.50852776418,361849.72746162646,109511.49714962268,31864.10100602004
0.99,0.99,0.015967934340392537,1,10,32,-647490.658731158,1000.0,1609443881.7280042,142902.5079666831,105478.44032970464,131863.68433823044,27856.465958715467
0.9,0.9,0.030764579032481115,2,11,31,-372907.32539782446,1000.0,1965696694.5525708,169910.31031406994,788306.2658495852,114756.17203299724,33121.18760296515
0.99,0.9,-0.03245003274602079,2,14,31,-1427723.9920644914,262.66666666666606,1842763362.7052515,160154.43068866423,354490.7562588586,107259.91809788017,31219.44121272121
0.999,0.9,0.03978510845200983,4,13,37,-198057.3253978247,1000.0,2176879724.250143,187842.02126411407,368911.78274536895,103279.28928004112,36616.67626001412
0.9,0.9,0.02371293794742939,4,13,26,-462390.658731158,1000.0,2151365086.7764645,184792.16059024908,602305.124283169,101789.51322468423,36022.15667285546
0.99,0.99,-0.07429704867188236,4,11,37,-2102457.3253978244,0.0,1895840921.0327504,167099.29415715314,54465.762637658125,92066.8753791229,32573.226779892502
0.99,0.999,0.04126382735487252,2,11,26,-191657.3253978246,1000.0,1955537652.3289568,171490.35862409676,49649.3974045014,115991.55878736996,33429.19172820855
0.999,0.9,-0.09585374449864044,4,13,37,-2464640.6587311584,0.0,1873892500.0889854,163406.39056378126,320912.2514746968,89754.35215330505,31853.35667613221
0.999,0.9,0.023666204893135687,1,13,25,-522773.99206449144,1000.0,1661495975.1221316,144592.79218994084,289815.0675727546,132206.43137151035,28185.95874086305
0.99,0.99,0.06721109003014844,4,12,31,264842.6746021754,4806.781740583072,2186086118.172064,192582.16617184484,62772.54501586226,106087.51776324966,37540.68863138792
0.999,0.999,-0.03503367687219186,4,13,37,-1451023.9920644911,262.66666666666606,1980111642.8704073,174264.62947819644,5647.847813302353,95719.77298184743,33969.98966595675
0.99,0.9,-0.07536951054558326,1,12,24,-2175357.325397825,0.0,1471343856.5432475,130335.6121723556,324173.58697696915,119481.22193417573,25406.75874305909
0.9,0.999,-0.031556011849843676,4,14,30,-1397873.992064491,262.66666666666606,1996630306.1031518,174815.8091181783,229895.84741156377,96099.74971011578,34077.43296486586
0.999,0.99,0.03881463701249921,1,10,32,-266807.3253978246,1000.0,1631534890.500744,146117.72253288009,36439.43654982107,134832.0268913824,28483.218535612574
0.99,0.999,0.0668172740159598,1,14,28,197592.67460217525,3940.105343799456,1692547696.2181404,150894.61274674558,82755.67657809964,137323.85459142434,29414.39379295791
0.9,0.9,-0.0011264231940957686,2,11,32,-912773.9920644911,542.5253013333349,1912171871.719406,164600.61311683475,762498.6289126119,111058.02113331089,32086.15049038799
0.99,0.99,-0.040204667034676025,3,13,32,-1545907.3253978242,0.0,1918912668.636421,168109.79016328903,62140.54612993914,99242.27743588976,32770.20616112844
0.9,0.999,-0.0070134728240047045,3,14,34,-996173.9920644911,310.0558000524288,1992884439.1404035,173989.03965832133,305044.045615146,102536.48056581669,33916.268016525326
0.9,0.99,-0.026447223187383864,1,13,36,-1365557.3253978244,262.66666666666606,1545016355.0917664,137905.14589986106,756092.3179571803,125522.08393000736,26882.31338239915
0.999,0.99,-0.06940744780202486,2,12,32,-2041573.992064492,0.0,1726412066.2888348,153687.25625337896,34065.87270138933,103343.58304236963,29958.773173587488
0.999,0.999,0.0444573902725614,3,13,23,-129923.99206449109,1000.0,2090800827.9032798,182752.79593224256,6780.239403648156,108104.3985023083,35624.616468827415
0.9,0.99,-0.08648079878752435,3,12,34,-2315640.658731158,0.0,1827712825.6720152,160172.8033500744,310382.804890509,94534.2080766108,31223.022657332574
0.999,0.9,-0.0708680865251759,3,13,38,-2049707.325397824,0.0,1866706935.7341397,162965.44685192825,320776.71160667064,96110.62060198559,31767.40203703123
0.999,0.9,-0.0350941288079593,1,11,30,-1501357.325397824,262.66666666666606,1527848789.0302732,135516.70078694314,271728.8409185554,124870.07770547364,26416.725752560404
0.9,0.9,-0.01988088457181976,4,13,26,-1201173.9920644914,262.66666666666606,2028066189.0786085,176910.29174021597,575861.1330546141,97381.04370721278,34485.71749879145
0.999,0.999,0.00566120659168981,2,12,29,-773073.992064491,1000.0,1880582207.16226,166217.40673576406,7665.754643952575,111842.67085614544,32401.317502141672
0.9,0.99,0.04872357682221601,1,11,32,-99757.32539782466,1155.0138018311263,1673058626.437147,147899.87003555198,826358.6835966508,135978.13114158573,28830.618535430727
0.999,0.99,0.04785769548998059,2,14,33,-76973.99206449125,1000.0,1974729877.6001363,173474.60532529827,38397.49374849704,116171.65975016555,33815.98760374768
0.99,0.9,-0.009123288280725464,4,11,39,-1027207.325397825,310.0558000524288,2072556551.821234,178637.321278503,372005.90253218135,98517.43159946187,34822.37316864282
0.99,0.999,-0.09446077563419611,3,11,39,-2439607.325397825,0.0,1782826274.6587648,158666.24566985128,30970.210778585533,93832.62403229417,30929.34430744853
0.9,0.99,0.08086673600635183,1,10,28,424992.6746021752,8794.45893302228,1716764431.1539066,151482.53769488906,857490.9614837808,140272.12473123966,29528.999978232056
0.99,0.999,0.09297726024999822,3,13,20,678042.6746021758,13390.529056235915,2191442524.281815,190946.9999115558,37571.232343488824,113178.33243948178,37221.940178930825
0.9,0.999,-0.09671946159705709,2,11,32,-2494773.992064492,0.0,1693198783.8790998,149075.71993585257,401312.5058998387,100463.75501091489,29059.83090676269
0.999,0.9,-0.029006446073387357,3,10,20,-1362223.9920644914,0.0,1952821242.5393493,169414.24863819475,333587.2513964185,100952.28673725144,33024.48863396816
0.999,0.999,-0.0970334350555449,1,10,23,-2533890.658731158,0.0,1406809244.1809497,126679.45390171098,9393.625254170196,117276.51766645793,24694.05152850352
0.9,0.9,-0.03824728019184851,2,13,33,-1526540.658731158,262.66666666666606,1825330817.181447,159033.6987542833,729736.364025866,106682.91118448801,31000.973171654787
0.99,0.9,0.063933712401403,3,14,35,200192.67460217545,3967.339637360652,2159140531.4571786,186519.19012846588,396213.99905369355,109911.38607763998,36358.81234269324
0.999,0.9,-0.0178620839172543,1,13,24,-1225140.658731158,300.0,1580379287.6174972,138621.6794247744,277860.363079873,126857.42281294921,27021.989669603976
0.999,0.999,0.09392495573336943,1,10,25,644626.0079355087,12923.862389569287,1723712382.0923188,153503.5297088695,11372.535965290377,142009.46207387422,29922.958741037448
0.99,0.9,0.010561132606644569,4,10,25,-682973.9920644913,1000.0,2107796366.279292,182073.007700259,379577.11104634166,100775.18471716774,35492.10306501942
0.99,0.999,0.041721998622534395,2,12,38,-185557.32539782475,1000.0,1941837554.053954,172078.28357342942,48954.445167311176,115645.05565667532,33543.79791371501
0.999,0.999,-0.0070180365655363175,4,11,21,-985790.6587311581,300.0,2049699351.3399782,178894.5384529585,5873.394872684057,98918.6478251163,34872.51337657977
0.9,0.99,-0.04916299546630272,4,10,23,-1688107.325397825,0.0,1966008430.7481427,171269.8867653592,261897.36540778348,94741.70663479659,33386.21440810997
0.999,0.99,-0.0021978479806691736,3,11,24,-915840.6587311579,322.1429490938772,1975280550.3174372,174227.8841653926,37101.13429285645,103460.01911536399,33962.826778686285
0.99,0.999,-0.09429442156279329,3,13,37,-2439323.9920644914,0.0,1794512920.383197,158868.34487102943,30712.77569112554,93679.70857098328,30968.740183686215
0.999,0.99,-0.016081688885760337,1,12,37,-1193040.658731158,300.0,1566772241.3351126,139099.36845260943,34544.47512954084,127042.97262557276,27115.107196595338
0.999,0.999,0.02862713601800984,3,12,31,-387390.65873115795,1000.0,2060298199.8811977,180033.64304229038,6697.976181650501,106658.77993172097,35094.56286099862
0.9,0.999,-0.08826980310924126,3,10,28,-2347807.3253978244,0.0,1816717867.507475,159217.4253096864,289228.116605447,94721.6644418194,31036.787606328788
0.999,0.999,-0.0646946807321098,2,13,33,-1967990.6587311584,0.0,1760213091.3915102,154789.61553607023,7085.4818657486,103700.52775174862,30173.65977193683
0.999,0.999,0.07953343211121258,3,11,38,456109.34126884193,9190.115073916386,2163495436.948714,188852.51728010987,7022.245716246882,111875.8274514593,36813.655643171856
0.9,0.9,0.002323328597159155,4,10,26,-820057.3253978244,1000.0,2103233302.7090151,180658.31329128766,594163.1553545117,99993.16677258606,35216.331931214714
0.9,0.99,0.004339975835534665,3,14,30,-793840.6587311584,1000.0,2019336005.278283,176028.40432316426,341061.5300857083,103857.55051096204,34313.80822188554
0.99,0.9,0.023083559093315692,1,13,39,-525273.9920644915,1000.0,1648105419.872044,145015.36324720958,359561.54114280647,131936.834103183,28268.331936682916
0.99,0.9,-0.0019999488482254912,3,13,37,-906740.6587311584,542.5253013333349,2023425502.5639853,174834.1817634648,371556.7503231186,103170.96062290668,34081.01440633492
0.9,0.9,0.006720478601135602,4,12,21,-746240.6587311579,1000.0,2093690292.6754613,181632.06398837455,593373.4703582758,100174.24952093586,35406.14842591176
0.99,0.99,0.07806202155725098,3,10,33,428892.6746021755,7950.672970693966,2140961273.0757751,188246.2196724363,70472.6986613512,111924.4947571477,36695.4680136524
0.999,0.9,-0.03609938519736158,4,12,30,-1470540.6587311581,262.66666666666606,2018168168.7657514,173878.80372112838,341512.1070751876,95793.16505590965,33894.779354950864
0.99,0.99,-0.021242210389323765,2,11,26,-1245257.3253978249,262.66666666666606,1816071241.2502892,161146.55404630266,74884.21591246541,108933.72225771532,31412.839151862278
0.9,0.999,-0.024535159688768432,1,13,38,-1326323.9920644914,262.66666666666606,1523346613.217963,138180.73572053455,733187.561743396,125747.42393888302,26936.035031986732
0.99,0.9,-0.05688167326858449,2,10,30,-1838190.6587311574,0.0,1789911333.314952,155083.57800196455,344704.7242211759,105135.77600924655,30230.962862980286
0.999,0.99,-0.09756703114510441,3,12,37,-2491707.325397825,0.0,1787472090.914505,158225.30195546013,33630.16193311882,93401.37672846182,30843.389667852283
0.999,0.99,0.07063972601630206,2,13,39,300909.34126884193,5823.4484072497,2008937337.292863,177057.27298378796,39206.37712935484,118719.28209926236,34514.3690463837
0.9,0.9,-0.015819294983038995,2,13,24,-1159623.9920644916,300.0,1861522088.4493241,162230.54066537175,749190.0539664333,109247.36298056741,31624.144305169102
0.999,0.9,0.09690040739882827,1,11,20,688309.3412688419,13590.529056235915,1764478041.2289238,153797.49217562212,308476.4812480335,142497.2862579715,29980.2618322478
0.99,0.99,-0.017058286779017023,1,14,37,-1210990.6587311584,300.0,1578682947.1233122,139448.44889163706,100478.35428985626,126501.17482125513,27183.154619310248
0.99,0.9,0.09422298592527778,3,12,37,696992.6746021756,12923.862389569287,2227494921.4597263,191479.80688713613,407152.3978238255,113189.77005059617,37325.80203264535
0.99,0.99,-0.02400780131116298,4,11,32,-1273140.658731158,262.66666666666606,1998256203.520826,175899.7957399269,57450.586674759776,97007.29806190664,34288.738118694964
0.999,0.99,0.03761272334626528,4,11,36,-235823.99206449153,1000.0,2148607134.6539073,187125.48773869334,38965.7625727042,103181.2579553597,36476.99997271055
0.9,0.9,-0.06383188073484086,3,14,38,-1934007.3253978249,0.0,1899130839.0796762,164398.51391555215,603868.2054687684,96716.76233386353,32046.754614129964
0.999,0.9,0.015740140915735945,3,12,20,-597540.6587311577,1000.0,2058766315.1266208,177700.31589069782,349845.4856483477,105358.94947510264,34639.71956052987
0.9,0.9,-0.08845501140085965,3,13,24,-2343157.325397825,0.0,1848327655.7050867,159676.7416674507,592499.9707996639,94453.83118822654,31126.32368702041
0.99,0.99,0.05540637508441085,3,11,29,53626.00793550862,1208.629151918285,2113138176.647125,184498.19812208577,68819.31098210775,109474.9892569488,35964.8535813697
0.99,0.99,0.0073243158637830985,4,10,31,-724473.9920644911,1000.0,2074507939.569385,181705.55461303852,59651.38158321853,100474.7313751199,35420.47420026914
0.99,0.9,-0.09091466807429482,1,14,32,-2424807.325397826,0.0,1483154119.8883493,128865.7997994412,319423.135865761,117148.15593038316,25120.24327937436
0.99,0.99,0.062172946613648555,4,10,25,167142.67460217542,3406.781740583072,2178394283.6235123,191057.23583581633,62913.105903288604,105823.41210149643,37243.4288379844
0.999,0.999,-0.0912073282797543,2,11,35,-2404140.6587311574,0.0,1701583055.9950385,150067.8432878065,6927.259282998943,101055.79884500612,29253.22884479599
0.999,0.999,0.02430097480582545,4,10,26,-452307.32539782464,1000.0,2121114643.0384738,184516.57078017812,6069.9499056959485,102151.01051942192,35968.43502533439
0.9,0.9,-0.021158109529608768,3,12,20,-1229023.9920644911,0.0,1968066368.4257112,171122.9055217588,637352.3723128685,101458.533347923,33357.56286051161
0.999,0.999,-0.08257675382901926,2,12,35,-2256873.992064492,0.0,1728066168.134875,151758.12751650403,6968.692844208906,101865.18758880103,29582.721628003364
0.999,0.99,0.0315399209398835,1,10,29,-384823.99206449126,1000.0,1612522304.377383,144868.38201552987,36153.39783214914,133895.32946633935,28239.68039140824
0.999,0.99,0.07643460800066942,4,12,39,409592.6746021755,7857.195722902601,2218480803.3536377,194162.21447392026,40414.70389206412,106912.82543774846,37848.69275508169
0.9,0.9,0.010141491070583306,1,10,20,-740907.3253978245,1000.0,1624761081.8142574,141487.8135521201,1053250.7823121203,131343.2685607402,27580.694823820868
0.9,0.999,0.025128998357699522,1,13,27,-493557.32539782446,1000.0,1637569728.1473384,144758.14608994668,775427.1626573972,132369.91669615393,28218.191732097104
0.99,0.999,-0.007317112921440522,3,14,27,-1003123.9920644913,322.1429490938772,1993065077.4135468,173786.94045716702,33754.91850190241,102604.55207995126,33876.87214029227
0.999,0.9,-0.0660645098903428,1,10,27,-2019190.6587311581,0.0,1491920520.6181185,131235.8722508312,263187.8981940306,121292.02262234401,25582.249464578683
0.999,0.9,0.03771060439114576,1,13,21,-284207.32539782464,1000.0,1641521408.9141777,146540.29358407634,293772.87940687,134442.23402876084,28565.591730249525
0.9,0.999,0.08334357029080694,3,13,30,514826.0079355089,9467.339637360652,2175354896.104781,189605.79612139033,336242.0916832815,112074.60740291445,36960.49481834202
0.99,0.9,0.08833641620768584,1,14,22,549026.0079355086,10313.917375394725,1736805426.3366346,153815.86483017725,381979.3446372385,140426.5618977082,29983.84327552333
0.999,0.999,0.05228415077778703,1,10,27,-42707.325397824665,1417.3807367793343,1669644764.523933,147734.51614507442,10940.274843860487,136627.73364550655,28798.385546054094
0.99,0.9,0.09919340292927267,4,14,31,784159.3412688421,15784.006304027338,2319118704.6427646,198387.9250400257,412821.5031802489,109116.59068205033,38672.42471200147
0.9,0.999,0.006032433457693304,4,14,37,-752307.3253978243,1000.0,2068639639.9207983,182017.8897459233,237338.3752219841,99881.67725088097,35481.35873701168
0.99,0.9,-0.08553247382158045,1,12,32,-2335290.658731158,0.0,1452709471.6557546,129159.76227394059,320888.17518639186,118081.41083902423,25177.54637209492
0.9,0.99,0.05932864825781406,1,14,24,73759.34126884205,2871.68144501606,1698284987.5761812,149553.40895503465,826295.7141228701,136651.4196174266,29152.948432067195
0.99,0.9,-0.09959624816712248,4,11,38,-2523773.992064492,0.0,1847772111.3565588,162634.7390680162,338564.1536170884,89597.11216644557,31702.936057700874
0.99,0.9,0.033498817380550217,4,12,35,-299407.3253978245,1000.0,2164748268.1349077,186500.8174737863,388300.4046643815,102776.542200387,36355.23089939369
0.9,0.99,-0.04612828979147963,2,13,38,-1659340.6587311584,0.0,1792155067.3024263,157765.98558922292,445556.21130297595,105717.0504373565,30753.853585508845
0.99,0.9,0.06221752093774985,1,11,32,118709.34126884205,3257.195722902601,1703425800.2972858,149461.54567539875,372331.8105513236,137530.80068092997,29135.04121435356
0.999,0.99,0.033251625640455196,4,14,33,-301440.65873115795,1000.0,2139833044.5587387,186629.42606250034,38828.994058983,102591.81738833676,36380.30100365189
0.999,0.9,0.09278846757972414,1,13,22,618892.6746021754,12556.781740583072,1776415496.566811,154220.06323281524,309149.515225112,141315.6165602383,30062.635028053537
0.99,0.999,0.08146805241095562,2,11,25,476542.6746021755,8806.781740583072,2037192536.6847851,178012.65102932672,51728.69739765892,120575.15079085364,34700.60409839174
0.99,0.99,0.09040381456195729,3,10,35,629442.674602175,13057.195722902601,2184825571.463802,190303.95699505732,71227.79017142377,113140.39177951205,37096.58966291637
0.999,0.9,-0.06125116497081826,3,13,31,-1894540.6587311577,0.0,1895958539.6160123,164361.76860619988,323543.15479477466,97075.58508896783,32039.591727532083
0.9,0.9,-0.046388571604132726,4,13,27,-1643757.3253978249,0.0,1989660141.4601977,172133.40152823366,560316.9102492318,94754.87975903273,33554.54224181379
0.99,0.999,0.0694444635935364,3,13,33,282842.6746021754,5527.792266355653,2144861004.0015101,187162.23305130083,36413.919373978126,110571.5156842239,36484.162859943
0.99,0.99,0.07442155708535775,2,11,20,350459.34126884217,7080.584042061411,2031472316.4210234,176597.9566175314,82402.50197333125,119694.14824011431,34424.83296403675
0.99,0.99,-0.0695936160934581,3,13,35,-2034607.3253978246,0.0,1841760634.3161707,163094.05544077425,60209.078574179206,96215.77927541705,31792.47214131513
0.999,0.999,-0.000616486081309417,3,12,29,-886707.3253978245,542.5253013333349,1992718577.9710796,174779.06380865062,6500.157666556662,103521.83104387773,34070.27007823393
0.999,0.999,-0.07843801481771642,2,13,28,-2189757.3253978244,0.0,1735554735.1079993,152309.30715632206,7008.587580819732,102330.0082635875,29690.164926880356
0.999,0.9,-0.016479039290990483,4,10,29,-1143740.658731158,300.0,2046977836.75722,177075.64563224552,347844.40265125036,98032.3817222569,34517.950488470735
0.999,0.99,0.07820394640395481,2,11,33,416042.67460217536,8057.195722902601,2026662358.9343324,177700.31589680965,39440.169450202746,119959.17867201232,34639.71956172076
0.99,0.99,-0.0029400882854415666,3,14,33,-926023.992064491,542.5253013333349,2005219974.2895331,174613.70991379285,64469.863909440144,103004.8292766354,34038.03708800336
0.9,0.99,-0.03039379431552136,3,13,21,-1388607.325397825,0.0,1934087417.6477616,169616.34784494896,332354.7767996291,100403.43285994043,33063.88451129279
0.9,0.99,0.02963221470419053,3,12,37,-372740.658731158,1000.0,2050326821.2049792,180419.46878609443,351452.02648302185,106641.95048348152,35169.77316941938
0.9,0.99,0.06504433511003294,4,13,27,221109.34126884205,4073.4484072497,2203884425.2916555,192141.22246089732,288486.81507152744,105804.74736833967,37454.7339924631
0.99,0.9,0.03047985837541889,1,10,38,-399957.32539782446,1000.0,1633681192.0722585,144996.9905924704,361485.195902247,133682.32333392615,28264.75049337128
0.9,0.999,0.043617639709593814,4,14,32,-130823.99206449132,1000.0,2165867133.391706,188485.06418694998,247608.58556932627,103592.97277054568,36742.026777264065
0.9,0.9,-0.09438482114491734,3,11,38,-2439090.6587311584,0.0,1818576807.6091595,158684.61831568685,588338.528830102,93840.57636706898,30932.925749024085
0.9,0.99,0.01467269145177899,3,10,22,-615657.3253978246,1000.0,2024727862.076205,177185.88156575826,354043.97573896695,105503.94110801739,34539.43914932729
0.99,0.9,-0.023925377743229448,2,14,34,-1291757.3253978249,262.66666666666606,1868701543.2892675,161367.02589633878,357225.2824155568,108110.00755706514,31455.81647026517
0.99,0.99,0.03991575372495079,3,11,32,-197890.65873115804,1000.0,2078029420.3409798,181870.90850470567,67730.39907427976,107821.67086590122,35452.70718987788
0.9,0.999,-0.039786426328197934,2,12,21,-1554123.9920644914,0.0,1790168254.167317,158188.55664823944,428617.93622067897,106847.37829321813,30836.226781669837
0.999,0.9,-0.08580111559155523,1,11,30,-2340157.3253978235,0.0,1464689706.0977032,128792.30918078477,258210.73253106265,118346.58380676326,25105.917506187903
0.9,0.999,-0.03665657030878193,1,11,39,-1526273.992064491,262.66666666666606,1527353159.763443,135737.1726502856,731906.292582067,124555.42669222901,26459.70307355631
0.9,0.999,0.03582539949666538,2,12,37,-279640.6587311579,1000.0,1930428350.3721197,171214.7688041767,456466.940094759,115002.62325704831,33375.47007876769
0.9,0.99,0.042090914215848846,1,14,30,-212373.99206449144,1000.0,1675336889.3381157,147679.39817931308,811095.4369742014,134489.84828680923,28787.641215819298
0.99,0.99,0.06377117883372144,1,14,38,145109.341268842,3640.529056235915,1701804985.5562062,150894.61274575038,108629.26135338024,136800.65025182164,29414.39379276353
0.999,0.999,-7.907751610333746e-05,4,14,27,-870057.3253978246,542.5253013333349,2070703399.0145373,180492.9594088008,5873.072731913875,99327.68810319857,35184.09894339494
0.9,0.99,0.09657290005590549,4,14,31,746659.3412688416,14717.339637360652,2287840832.8240004,197946.98133471698,296229.645519806,108918.66423648175,38586.47007417577
0.9,0.999,0.048732744114386495,4,12,21,-44573.9920644912,1041.5530970259424,2158411545.76881,189219.97037345197,252694.3449262671,104363.5673536275,36885.28450911565
0.9,0.999,-0.0369605439200672,1,10,36,-1537773.9920644911,262.66666666666606,1498707107.226197,135314.6015928779,736279.9741408378,124775.53165841864,26377.329877709024
0.9,0.9,0.022835119690738065,3,14,36,-482357.32539782464,1000.0,2073700927.3157504,179464.09073827963,660849.8841479466,105719.36520690433,34983.53811696791
